"","panel","gene"
"543","Congenital_myopathy.rds","GCK"
"544","Congenital_myopathy.rds","GDNF"
"545","Congenital_myopathy.rds","GNAS"
"546","Congenital_myopathy.rds","GPATCH4"
"547","Congenital_myopathy.rds","GRIP2"
"548","Congenital_myopathy.rds","GRM1"
"549","Congenital_myopathy.rds","GTF2IRD1"
"550","Congenital_myopathy.rds","HADHB"
"551","Congenital_myopathy.rds","HBS1L"
"552","Congenital_myopathy.rds","HNF1A"
"553","Congenital_myopathy.rds","HNF4A"
"554","Congenital_myopathy.rds","HNRNPL"
"555","Congenital_myopathy.rds","HNRNPUL1"
"556","Congenital_myopathy.rds","HOXC10"
"557","Congenital_myopathy.rds","HSF2"
"558","Congenital_myopathy.rds","ICMT"
"559","Congenital_myopathy.rds","IDH2"
"560","Congenital_myopathy.rds","IFRD2"
"561","Congenital_myopathy.rds","IGF1R"
"562","Congenital_myopathy.rds","IGF2R"
"563","Congenital_myopathy.rds","IGFN1"
"564","Congenital_myopathy.rds","IMMT"
"565","Congenital_myopathy.rds","IMPDH1"
"566","Congenital_myopathy.rds","INSR"
"567","Congenital_myopathy.rds","IRF5"
"568","Congenital_myopathy.rds","IRF7"
"569","Congenital_myopathy.rds","ITGA6"
"570","Congenital_myopathy.rds","ITGB1"
"571","Congenital_myopathy.rds","ITGB4"
"572","Congenital_myopathy.rds","ITGB5"
"573","Congenital_myopathy.rds","ITGB6"
"574","Congenital_myopathy.rds","ITK"
"575","Congenital_myopathy.rds","ITPR1"
"576","Congenital_myopathy.rds","ITPR2"
"577","Congenital_myopathy.rds","ITPR3"
"578","Congenital_myopathy.rds","JAG1"
"579","Congenital_myopathy.rds","JAG2"
"580","Congenital_myopathy.rds","KCNC2"
"581","Congenital_myopathy.rds","KCNH2"
"582","Congenital_myopathy.rds","KCNJ11"
"583","Congenital_myopathy.rds","KCNMA1"
"584","Congenital_myopathy.rds","KCNQ1"
"585","Congenital_myopathy.rds","KCNQ2"
"586","Congenital_myopathy.rds","KCNS3"
"587","Congenital_myopathy.rds","KIAA0408"
"588","Congenital_myopathy.rds","KIF1B"
"589","Congenital_myopathy.rds","KIT"
"590","Congenital_myopathy.rds","KLF10"
"591","Congenital_myopathy.rds","KLHL24"
"592","Congenital_myopathy.rds","KLHL30"
"593","Congenital_myopathy.rds","KLHL31"
"594","Congenital_myopathy.rds","KLHL33"
"595","Congenital_myopathy.rds","KLHL8"
"596","Congenital_myopathy.rds","KPNA3"
"597","Congenital_myopathy.rds","KRT16"
"598","Congenital_myopathy.rds","KTN1"
"599","Congenital_myopathy.rds","LBX1"
"600","Congenital_myopathy.rds","LDB3"
"601","Congenital_myopathy.rds","LDHA"
"602","Congenital_myopathy.rds","LEF1"
"603","Congenital_myopathy.rds","LGR5"
"604","Congenital_myopathy.rds","LIMCH1"
"605","Congenital_myopathy.rds","LMO1"
"606","Congenital_myopathy.rds","LMOD2"
"607","Congenital_myopathy.rds","LRP2"
"608","Congenital_myopathy.rds","LRP5"
"609","Congenital_myopathy.rds","LRRC14B"
"610","Congenital_myopathy.rds","LSM10"
"611","Congenital_myopathy.rds","LTBP1"
"612","Congenital_myopathy.rds","LTBR"
"613","Congenital_myopathy.rds","LTK"
"614","Congenital_myopathy.rds","MAF1"
"615","Congenital_myopathy.rds","MAFA"
"616","Congenital_myopathy.rds","MAP4"
"617","Congenital_myopathy.rds","MAPT"
"618","Congenital_myopathy.rds","MBP"
"619","Congenital_myopathy.rds","MDH2"
"620","Congenital_myopathy.rds","MEF2C"
"621","Congenital_myopathy.rds","MEF2D"
"622","Congenital_myopathy.rds","MEIS2"
"623","Congenital_myopathy.rds","MEN1"
"624","Congenital_myopathy.rds","MFN2"
"625","Congenital_myopathy.rds","MITF"
"626","Congenital_myopathy.rds","MLH1"
"627","Congenital_myopathy.rds","MLIP"
"628","Congenital_myopathy.rds","MME"
"629","Congenital_myopathy.rds","MRPL15"
"630","Congenital_myopathy.rds","MRPS10"
"631","Congenital_myopathy.rds","MSTN"
"632","Congenital_myopathy.rds","MUSK"
"633","Congenital_myopathy.rds","MYF5"
"634","Congenital_myopathy.rds","MYF6"
"635","Congenital_myopathy.rds","MYH1"
"636","Congenital_myopathy.rds","MYH11"
"637","Congenital_myopathy.rds","MYH14"
"638","Congenital_myopathy.rds","MYH6"
"639","Congenital_myopathy.rds","MYL1"
"640","Congenital_myopathy.rds","MYL2"
"641","Congenital_myopathy.rds","MYO18A"
"642","Congenital_myopathy.rds","MYO1C"
"643","Congenital_myopathy.rds","MYO5B"
"644","Congenital_myopathy.rds","MYOD1"
"645","Congenital_myopathy.rds","MYOF"
"646","Congenital_myopathy.rds","MYOG"
"647","Congenital_myopathy.rds","MYOM3"
"648","Congenital_myopathy.rds","MYPN"
"649","Congenital_myopathy.rds","NAA50"
"650","Congenital_myopathy.rds","NDUFS1"
"651","Congenital_myopathy.rds","NDUFS2"
"652","Congenital_myopathy.rds","NEDD4"
"653","Congenital_myopathy.rds","NES"
"654","Congenital_myopathy.rds","NEXN"
"655","Congenital_myopathy.rds","NF1"
"656","Congenital_myopathy.rds","NF2"
"657","Congenital_myopathy.rds","NNT"
"658","Congenital_myopathy.rds","NOS1"
"659","Congenital_myopathy.rds","NOTCH2"
"660","Congenital_myopathy.rds","NOTCH3"
"661","Congenital_myopathy.rds","NOX4"
"662","Congenital_myopathy.rds","NOX5"
"663","Congenital_myopathy.rds","NPC1L1"
"664","Congenital_myopathy.rds","NRP1"
"665","Congenital_myopathy.rds","NRP2"
"666","Congenital_myopathy.rds","NT5C1A"
"667","Congenital_myopathy.rds","NTRK1"
"668","Congenital_myopathy.rds","NTRK3"
"669","Congenital_myopathy.rds","NUP98"
"670","Congenital_myopathy.rds","OBSCN"
"671","Congenital_myopathy.rds","OCRL"
"672","Congenital_myopathy.rds","OGDH"
"673","Congenital_myopathy.rds","OPTN"
"674","Congenital_myopathy.rds","PACSIN3"
"675","Congenital_myopathy.rds","PAX7"
"676","Congenital_myopathy.rds","PAX8"
"677","Congenital_myopathy.rds","PDE11A"
"678","Congenital_myopathy.rds","PDE7A"
"679","Congenital_myopathy.rds","PDHB"
"680","Congenital_myopathy.rds","PDK2"
"681","Congenital_myopathy.rds","PDLIM5"
"682","Congenital_myopathy.rds","PERM1"
"683","Congenital_myopathy.rds","PFKFB3"
"684","Congenital_myopathy.rds","PFKM"
"685","Congenital_myopathy.rds","PHTF2"
"686","Congenital_myopathy.rds","PHYH"
"687","Congenital_myopathy.rds","PITX2"
"688","Congenital_myopathy.rds","PITX3"
"689","Congenital_myopathy.rds","PKD1"
"690","Congenital_myopathy.rds","PLEC"
"691","Congenital_myopathy.rds","PLOD2"
"692","Congenital_myopathy.rds","PLPP7"
"693","Congenital_myopathy.rds","PLS1"
"694","Congenital_myopathy.rds","PML"
"695","Congenital_myopathy.rds","POLR2J"
"696","Congenital_myopathy.rds","POSTN"
"697","Congenital_myopathy.rds","PPARD"
"698","Congenital_myopathy.rds","PPM1B"
"699","Congenital_myopathy.rds","PPP1R27"
"700","Congenital_myopathy.rds","PRKAA2"
"701","Congenital_myopathy.rds","PRKAB2"
"702","Congenital_myopathy.rds","PRKAG1"
"703","Congenital_myopathy.rds","PRKAG2"
"704","Congenital_myopathy.rds","PRKAG3"
"705","Congenital_myopathy.rds","PRKAR1B"
"706","Congenital_myopathy.rds","PRKCQ"
"707","Congenital_myopathy.rds","PRMT5"
"708","Congenital_myopathy.rds","PRSS42"
"709","Congenital_myopathy.rds","PSEN1"
"710","Congenital_myopathy.rds","PSEN2"
"711","Congenital_myopathy.rds","PSMC3"
"712","Congenital_myopathy.rds","PSMC6"
"713","Congenital_myopathy.rds","PSMD1"
"714","Congenital_myopathy.rds","PTCH1"
"715","Congenital_myopathy.rds","PTPN3"
"716","Congenital_myopathy.rds","PYGM"
"717","Congenital_myopathy.rds","RAD23B"
"718","Congenital_myopathy.rds","RAF1"
"719","Congenital_myopathy.rds","RAPSN"
"720","Congenital_myopathy.rds","RASA4"
"721","Congenital_myopathy.rds","RASA4B"
"722","Congenital_myopathy.rds","RERE"
"723","Congenital_myopathy.rds","RET"
"724","Congenital_myopathy.rds","RORC"
"725","Congenital_myopathy.rds","RPLP0"
"726","Congenital_myopathy.rds","RUNX2"
"727","Congenital_myopathy.rds","RXRA"
"728","Congenital_myopathy.rds","RYR2"
"729","Congenital_myopathy.rds","RYR3"
"730","Congenital_myopathy.rds","SCN5A"
"731","Congenital_myopathy.rds","SCN8A"
"732","Congenital_myopathy.rds","SCT"
"733","Congenital_myopathy.rds","SDHB"
"734","Congenital_myopathy.rds","SERPINE1"
"735","Congenital_myopathy.rds","SERPINE2"
"736","Congenital_myopathy.rds","SERPINH1"
"737","Congenital_myopathy.rds","SH2D1B"
"738","Congenital_myopathy.rds","SH3BP2"
"739","Congenital_myopathy.rds","SH3GLB1"
"740","Congenital_myopathy.rds","SHISA4"
"741","Congenital_myopathy.rds","SIX1"
"742","Congenital_myopathy.rds","SIX2"
"743","Congenital_myopathy.rds","SIX4"
"744","Congenital_myopathy.rds","SLC12A1"
"745","Congenital_myopathy.rds","SLC19A2"
"746","Congenital_myopathy.rds","SLC25A12"
"747","Congenital_myopathy.rds","SLC2A4"
"748","Congenital_myopathy.rds","SLC3A2"
"749","Congenital_myopathy.rds","SLIT1"
"750","Congenital_myopathy.rds","SMARCA2"
"751","Congenital_myopathy.rds","SMARCA4"
"752","Congenital_myopathy.rds","SMCO1"
"753","Congenital_myopathy.rds","SMOX"
"754","Congenital_myopathy.rds","SMTNL1"
"755","Congenital_myopathy.rds","SOS2"
"756","Congenital_myopathy.rds","SPAG7"
"757","Congenital_myopathy.rds","SQSTM1"
"758","Congenital_myopathy.rds","STAT6"
"759","Congenital_myopathy.rds","STBD1"
"760","Congenital_myopathy.rds","STK25"
"761","Congenital_myopathy.rds","STRN3"
"762","Congenital_myopathy.rds","SUCLA2"
"763","Congenital_myopathy.rds","SVIL"
"764","Congenital_myopathy.rds","SYNJ1"
"765","Congenital_myopathy.rds","SYNPO2L"
"766","Congenital_myopathy.rds","SYPL2"
"767","Congenital_myopathy.rds","TACC2"
"768","Congenital_myopathy.rds","TBC1D8"
"769","Congenital_myopathy.rds","TBX15"
"770","Congenital_myopathy.rds","TCF7"
"771","Congenital_myopathy.rds","TCF7L2"
"772","Congenital_myopathy.rds","TFAP2A"
"773","Congenital_myopathy.rds","TGFBI"
"774","Congenital_myopathy.rds","TGFBR2"
"775","Congenital_myopathy.rds","TH"
"776","Congenital_myopathy.rds","THAP4"
"777","Congenital_myopathy.rds","THRA"
"778","Congenital_myopathy.rds","THRB"
"779","Congenital_myopathy.rds","TMEM201"
"780","Congenital_myopathy.rds","TMOD1"
"781","Congenital_myopathy.rds","TNFRSF1A"
"782","Congenital_myopathy.rds","TNFRSF25"
"783","Congenital_myopathy.rds","TNNC1"
"784","Congenital_myopathy.rds","TNNI1"
"785","Congenital_myopathy.rds","TNNI2"
"786","Congenital_myopathy.rds","TNNT2"
"787","Congenital_myopathy.rds","TNNT3"
"788","Congenital_myopathy.rds","TNS1"
"789","Congenital_myopathy.rds","TNS3"
"790","Congenital_myopathy.rds","TP53"
"791","Congenital_myopathy.rds","TP63"
"792","Congenital_myopathy.rds","TP73"
"793","Congenital_myopathy.rds","TPM1"
"794","Congenital_myopathy.rds","TPT1"
"795","Congenital_myopathy.rds","TPTE2"
"796","Congenital_myopathy.rds","TRDN"
"797","Congenital_myopathy.rds","TRIM63"
"798","Congenital_myopathy.rds","TSC1"
"799","Congenital_myopathy.rds","TSC2"
"800","Congenital_myopathy.rds","TUBA4A"
"801","Congenital_myopathy.rds","UBC"
"802","Congenital_myopathy.rds","UBE2B"
"803","Congenital_myopathy.rds","UBE2D1"
"804","Congenital_myopathy.rds","UBQLN1"
"805","Congenital_myopathy.rds","UQCRC1"
"806","Congenital_myopathy.rds","USP28"
"807","Congenital_myopathy.rds","USP39"
"808","Congenital_myopathy.rds","USP47"
"809","Congenital_myopathy.rds","VCAN"
"810","Congenital_myopathy.rds","VCP"
"811","Congenital_myopathy.rds","VDR"
"812","Congenital_myopathy.rds","VIM"
"813","Congenital_myopathy.rds","VWF"
"814","Congenital_myopathy.rds","WNT9A"
"815","Congenital_myopathy.rds","WWP1"
"816","Congenital_myopathy.rds","XIRP1"
"817","Congenital_myopathy.rds","YAF2"
"818","Congenital_myopathy.rds","ZFAND5"
"819","Congenital_myopathy.rds","ZNF703"
"820","Distal_myopathies.rds","ABCC9"
"821","Distal_myopathies.rds","ABCF2"
"822","Distal_myopathies.rds","ACACB"
"823","Distal_myopathies.rds","ACTN2"
"824","Distal_myopathies.rds","ADCY9"
"825","Distal_myopathies.rds","AKAP6"
"826","Distal_myopathies.rds","ALDOA"
"827","Distal_myopathies.rds","AMOTL1"
"828","Distal_myopathies.rds","AMPD1"
"829","Distal_myopathies.rds","ARIH2"
"830","Distal_myopathies.rds","ATP1A2"
"831","Distal_myopathies.rds","BZW2"
"832","Distal_myopathies.rds","CACNA1S"
"833","Distal_myopathies.rds","CACNA2D1"
"834","Distal_myopathies.rds","CAV3"
"835","Distal_myopathies.rds","CFL2"
"836","Distal_myopathies.rds","COPS5"
"837","Distal_myopathies.rds","COX5A"
"838","Distal_myopathies.rds","CS"
"839","Distal_myopathies.rds","CUL3"
"840","Distal_myopathies.rds","DEPTOR"
"841","Distal_myopathies.rds","DIAPH1"
"842","Distal_myopathies.rds","E2F6"
"843","Distal_myopathies.rds","EGF"
"844","Distal_myopathies.rds","EIF4EBP3"
"845","Distal_myopathies.rds","EIF4G1"
"846","Distal_myopathies.rds","EYA4"
"847","Distal_myopathies.rds","FOXO1"
"848","Distal_myopathies.rds","FOXO3"
"849","Distal_myopathies.rds","GDNF"
"850","Distal_myopathies.rds","HIST1H4H"
"851","Distal_myopathies.rds","HSF2"
"852","Distal_myopathies.rds","ICMT"
"853","Distal_myopathies.rds","ITGB6"
"854","Distal_myopathies.rds","KCNJ11"
"855","Distal_myopathies.rds","KCNS3"
"856","Distal_myopathies.rds","KIF1B"
"857","Distal_myopathies.rds","KPNA1"
"858","Distal_myopathies.rds","KPNA3"
"859","Distal_myopathies.rds","KPNA4"
"860","Distal_myopathies.rds","LGR5"
"861","Distal_myopathies.rds","LRRC39"
"862","Distal_myopathies.rds","MEF2C"
"863","Distal_myopathies.rds","MITF"
"864","Distal_myopathies.rds","MRPL15"
"865","Distal_myopathies.rds","MRPS10"
"866","Distal_myopathies.rds","MSTN"
"867","Distal_myopathies.rds","MUSK"
"868","Distal_myopathies.rds","MYF5"
"869","Distal_myopathies.rds","MYH1"
"870","Distal_myopathies.rds","MYH2"
"871","Distal_myopathies.rds","MYL1"
"872","Distal_myopathies.rds","MYL2"
"873","Distal_myopathies.rds","NAA50"
"874","Distal_myopathies.rds","NEDD4"
"875","Distal_myopathies.rds","NNT"
"876","Distal_myopathies.rds","NOS1"
"877","Distal_myopathies.rds","OGDH"
"878","Distal_myopathies.rds","PAX7"
"879","Distal_myopathies.rds","PDE11A"
"880","Distal_myopathies.rds","PDE4D"
"881","Distal_myopathies.rds","PDHB"
"882","Distal_myopathies.rds","PDLIM5"
"883","Distal_myopathies.rds","PFKM"
"884","Distal_myopathies.rds","PITX2"
"885","Distal_myopathies.rds","PLEC"
"886","Distal_myopathies.rds","POLR2J"
"887","Distal_myopathies.rds","PPARGC1A"
"888","Distal_myopathies.rds","PPM1B"
"889","Distal_myopathies.rds","PPM1L"
"890","Distal_myopathies.rds","PRKAA2"
"891","Distal_myopathies.rds","PRKAG1"
"892","Distal_myopathies.rds","PRKAG3"
"893","Distal_myopathies.rds","PSMC3"
"894","Distal_myopathies.rds","PSMC6"
"895","Distal_myopathies.rds","PSMD4"
"896","Distal_myopathies.rds","PTP4A1"
"897","Distal_myopathies.rds","RAF1"
"898","Distal_myopathies.rds","RERE"
"899","Distal_myopathies.rds","RORC"
"900","Distal_myopathies.rds","SETD7"
"901","Distal_myopathies.rds","SH3GLB1"
"902","Distal_myopathies.rds","SIX1"
"903","Distal_myopathies.rds","SIX2"
"904","Distal_myopathies.rds","SIX4"
"905","Distal_myopathies.rds","SLC25A12"
"906","Distal_myopathies.rds","SLC2A4"
"907","Distal_myopathies.rds","SOS2"
"908","Distal_myopathies.rds","STIM1"
"909","Distal_myopathies.rds","STRN3"
"910","Distal_myopathies.rds","TMOD1"
"911","Distal_myopathies.rds","TNNC1"
"912","Distal_myopathies.rds","TNNI1"
"913","Distal_myopathies.rds","TNNI2"
"914","Distal_myopathies.rds","TNNT3"
"915","Distal_myopathies.rds","TPM2"
"916","Distal_myopathies.rds","TPM3"
"917","Distal_myopathies.rds","TPT1"
"918","Distal_myopathies.rds","TUBA4A"
"919","Distal_myopathies.rds","UBC"
"920","Distal_myopathies.rds","UBE2B"
"921","Distal_myopathies.rds","UBE2D1"
"922","Distal_myopathies.rds","UBE3A"
"923","Distal_myopathies.rds","UBQLN1"
"924","Distal_myopathies.rds","USP47"
"925","Distal_myopathies.rds","WWP1"
"926","Distal_myopathies.rds","YAF2"
"927","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ABL1"
"928","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ACAN"
"929","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ACTA2"
"930","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ACTB"
"931","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ACVR1"
"932","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ACVR1C"
"933","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ACVR2A"
"934","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ADCY7"
"935","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ADCY9"
"936","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ALDOA"
"937","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ANGPT1"
"938","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","APC"
"939","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ATP1A1"
"940","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ATP2A2"
"941","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","ATP2B1"
"942","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","BMP6"
"943","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","BMPR1A"
"944","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","BMPR1B"
"945","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","BMPR2"
"946","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","BRAF"
"947","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","CACNA1D"
"948","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","CBLB"
"949","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","CDC14B"
"950","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","CHD3"
"951","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","CHD4"
"952","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","COL1A1"
"953","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","COL1A2"
"954","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","COL2A1"
"955","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","COL3A1"
"956","Early_onset_dementia_(encompassing_fronto-temporal_dementia_and_prion_disease).rds","COL4A1"
